"WineID";"Color";"Type";"Varietal";"Producer";"Description";"Country";"Region";"SubRegion";"subappellation";"Name";"created_at"
1033;"White";"Table";"Chardonnay";"Domaine Louis Latour";"Chassagne Montrachet Morgeot";"France";"Burgundy";"Cote de Beaune";"Morgeot";"Domaine Louis Latour Chassagne Montrachet Morgeot";"2021-08-04 14:52:46"
1034;"White";"Table";"Chardonnay";"Domaine Louis Latour";"Chassagne Montrachet";"France";"Burgundy";"Cote de Beaune";"";"Domaine Louis Latour Chassagne Montrachet";"2021-08-04 14:52:46"
10348;"White";"Table";"Proprietary Blend";"Josmeyer (Joseph Meyer)";"Alsace l'Isabelle";"France";"Alsace";"Haut Rhin";"";"Josmeyer (Joseph Meyer) Alsace l'Isabelle";"2021-08-04 14:52:46"
1035;"White";"Table";"Chardonnay";"Domaine Louis Latour";"Bienvenue Batard Montrachet";"France";"Burgundy";"Cote de Beaune";"Bienvenues Batard Montrachet";"Domaine Louis Latour Bienvenue Batard Montrachet";"2021-08-04 14:52:46"
1037;"White";"Table";"Chardonnay";"Domaine Louis Latour";"Batard Montrachet";"France";"Burgundy";"Cote de Beaune";"Batard Montrachet";"Domaine Louis Latour Batard Montrachet";"2021-08-04 14:52:46"
10389;"White";"Table";"Proprietary Blend";"Clos des Papes";"Le Petit Vin d'Avril VdT Blanc";"France";"Southern France";"";"";"Le Petit Vin d'Avril Vin de Table Blanc";"2021-08-04 14:52:46"
1039;"Red";"Table";"Bordeaux Blend";"La Tour Haut-Brion";"";"France";"Bordeaux";"Pessac Leognan";"";"La Tour Haut-Brion";"2021-08-04 14:52:46"
10399;"Rose";"Table";"Proprietary Blend";"Chateau Puech-Haut";"Coteaux du Languedoc Rose";"France";"Languedoc Roussillon";"Coteaux du Languedoc";"";"Chateau Puech-Haut Coteaux du Languedoc Rose";"2021-08-04 14:52:46"
104;"Red";"Table";"Cabernet Sauvignon";"Los Vascos";"Cabernet Sauvignon";"Chile";"Rapel Valley";"Colchagua";"";"Los Vascos Cabernet Sauvignon";"2021-08-04 14:52:46"
1040;"Red";"Table";"Bordeaux Blend";"Latour a Pomerol";"";"France";"Bordeaux";"Pomerol";"";"Latour a Pomerol";"2021-08-04 14:52:46"
1042;"Red";"Table";"Bordeaux Blend";"Lascombes";"";"France";"Bordeaux";"Margaux";"";"Lascombes";"2021-08-04 14:52:46"
10420;"Red";"Table";"Proprietary Blend";"Domaine la Tour Vieille";"Collioure";"France";"Languedoc Roussillon";"Collioure";"";"Domaine la Tour Vieille Collioure";"2021-08-04 14:52:46"
10428;"White";"Table";"Proprietary Blend";"Vignoble Boudinaud";"";"France";"Languedoc Roussillon";"Vin de Pays d'Oc";"";"Vignoble Boudinaud";"2021-08-04 14:52:46"
1043;"Red";"Table";"Bordeaux Blend";"Larruau";"";"France";"Bordeaux";"Margaux";"";"Larruau";"2021-08-04 14:52:46"
10431;"White";"Table";"Chardonnay";"Errazuriz";"Chardonnay Wild Ferment";"Chile";"Casablanca Valley";"";"";"Errazuriz Chardonnay Wild Ferment";"2021-08-04 14:52:46"
10438;"Red";"Table";"Proprietary Blend";"Bodega Norton";"Privada Proprietary Red Wine";"Argentina";"Mendoza";"";"";"Bodega Norton Privada";"2021-08-04 14:52:46"
1044;"Red";"Table";"Bordeaux Blend";"Larrivet Haut Brion";"";"France";"Bordeaux";"Pessac Leognan";"";"Larrivet Haut Brion";"2021-08-04 14:52:46"
10445;"Red";"Table";"Cabernet Sauvignon";"Trumpeter";"Cabernet Sauvignon";"Argentina";"Mendoza";"Maipu";"";"Trumpeter Cabernet Sauvignon";"2021-08-04 14:52:46"
10446;"White";"Table";"Chardonnay";"Trumpeter";"Chardonnay";"Argentina";"Mendoza";"Tupungato";"";"Trumpeter Chardonnay";"2021-08-04 14:52:46"
10447;"Red";"Table";"Malbec";"Trumpeter";"Malbec";"Argentina";"Mendoza";"Distalba";"";"Trumpeter Malbec";"2021-08-04 14:52:46"
10448;"Red";"Table";"Merlot";"Trumpeter";"Merlot";"Argentina";"Mendoza";"Tupungato";"";"Trumpeter Merlot";"2021-08-04 14:52:46"
1045;"Red";"Table";"Bordeaux Blend";"Laroze";"";"France";"Bordeaux";"Saint Emilion";"";"Laroze";"2021-08-04 14:52:46"
10452;"Red";"Table";"Malbec";"Valentin Bianchi";"Malbec";"Argentina";"Mendoza";"San Raphael";"";"Valentin Bianchi Malbec";"2021-08-04 14:52:46"
10454;"White";"Table";"Chardonnay";"Veramonte";"Chardonnay Alto de Casablance";"Chile";"Aconcagua Valley";"Casablanca Valley";"";"Veramonte Chardonnay Alto de Casablance";"2021-08-04 14:52:46"
10455;"Red";"Table";"Merlot";"Veramonte";"Merlot Primus";"Chile";"Aconcagua Valley";"Casablanca Valley";"";"Veramonte Merlot Primus";"2021-08-04 14:52:46"
10459;"White";"Table";"Proprietary Blend";"Anselmi";"Soave Classico San Vincenzo";"Italy";"Veneto";"Soave";"";"Anselmi Soave Classico San Vincenzo";"2021-08-04 14:52:46"
1046;"Red";"Table";"Bordeaux Blend";"Larose-Trintaudon";"";"France";"Bordeaux";"Haut Medoc";"";"Larose-Trintaudon";"2021-08-04 14:52:46"
10460;"Red";"Table";"Sangiovese";"Antinori";"Chianti Classico Badia a Passignano Gran Selzione";"Italy";"Tuscany";"Chianti";"";"Antinori Chianti Classico Badia a Passignano Gran Selezione Sangiovese] 750";"2021-08-04 14:52:46"
10461;"Red";"Table";"Sangiovese";"Antinori";"Sangiovese Santa Cristina";"Italy";"Tuscany";"";"";"Antinori Sangiovese Santa Cristina";"2021-08-04 14:52:46"
10464;"White";"Table";"Vermentino";"Argiolas";"Costamolino";"Italy";"Sardinia";"";"";"Argiolas Costamolino";"2021-08-04 14:52:46"
1047;"Red";"Table";"Bordeaux Blend";"Larmande";"";"France";"Bordeaux";"Saint Emilion";"";"Larmande";"2021-08-04 14:52:46"
10471;"Red";"Table";"Sangiovese";"La Carraia";"Sangiovese";"Italy";"Umbria";"";"";"La Carraia Sangiovese";"2021-08-04 14:52:46"
1048;"Red";"Table";"Bordeaux Blend";"Larcis-Ducasse";"";"France";"Bordeaux";"Saint Emilion";"";"Larcis-Ducasse";"2021-08-04 14:52:46"
10480;"Red";"Table";"Sangiovese";"Frescobaldi";"Toscana Remole";"Italy";"Tuscany";"";"";"Frescobaldi Toscana Remole";"2021-08-04 14:52:46"
10482;"Red";"Table";"Proprietary Blend";"Di Majo Norante";"Ramitello Rosso";"Italy";"Molise";"";"";"Di Majo Norante Ramitello Rosso";"2021-08-04 14:52:46"
1049;"Red";"Table";"Bordeaux Blend";"Laplagnotte-Bellevue";"";"France";"Bordeaux";"Saint Emilion";"";"Laplagnotte-Bellevue";"2021-08-04 14:52:46"
10494;"White";"Table";"Proprietary Blend";"Suavia";"Soave Classico";"Italy";"Veneto";"Soave";"";"Suavia Soave Classico";"2021-08-04 14:52:46"
105;"Red";"Table";"Syrah";"L de Vallouit";"Hermitage";"France";"Rhone";"Northern Rhone";"";"L de Vallouit Hermitage";"2021-08-04 14:52:46"
1050;"Red";"Table";"Bordeaux Blend";"Langoa Barton";"";"France";"Bordeaux";"St Julien";"";"Langoa Barton";"2021-08-04 14:52:46"
10501;"Red";"Table";"Proprietary Blend";"d'Arenberg";"D'Arry's Original Shiraz / Grenache";"Australia";"South Australia";"McLaren Vale";"";"d'Arenberg D'Arry's Original Shiraz / Grenache";"2021-08-04 14:52:46"
10502;"Red";"Table";"Cabernet Sauvignon";"d'Arenberg";"The Coppermine Road";"Australia";"South Australia";"McLaren Vale";"";"d'Arenberg The Coppermine Road";"2021-08-04 14:52:46"
10508;"White";"Table";"Chardonnay";"Deakin Estate";"Chardonnay";"Australia";"Victoria";"";"";"Deakin Estate Chardonnay";"2021-08-04 14:52:46"
10510;"Red";"Table";"Syrah";"Deakin Estate";"Shiraz";"Australia";"Victoria";"";"";"Deakin Estate Shiraz";"2021-08-04 14:52:46"
10520;"Red";"Table";"Tempranillo";"Bodegas Antano";"Vina Cobranza";"Spain";"Rueda";"Valladolid";"";"Bodegas Antano Vina Cobranza";"2021-08-04 14:52:46"
10532;"Red";"Table";"Syrah";"Columbia Winery";"Syrah";"USA";"Washington";"Columbia Valley";"";"Columbia Winery Syrah";"2021-08-04 14:52:46"
10534;"Red";"Table";"Cabernet Sauvignon";"Estancia";"Cabernet Sauvignon";"USA";"California";"North Coast";"Alexander Valley";"Estancia Cabernet Sauvignon";"2021-08-04 14:52:46"
10539;"White";"Table";"Sauvignon Blanc";"Mason Cellars";"Sauvignon Blanc";"USA";"California";"North Coast";"";"Mason Cellars Sauvignon Blanc";"2021-08-04 14:52:46"
1054;"Red";"Table";"Bordeaux Blend";"Lanessan";"";"France";"Bordeaux";"Haut Medoc";"";"Lanessan";"2021-08-04 14:52:46"
10554;"Rose";"Table";"Zinfandel";"Beringer";"White Zinfandel";"USA";"California";"";"";"Beringer White Zinfandel";"2021-08-04 14:52:46"
10556;"White";"Table";"Chardonnay";"Clos du Bois";"Chardonnay";"USA";"California";"North Coast";"";"Clos du Bois Chardonnay";"2021-08-04 14:52:46"
10568;"White";"Table";"Chardonnay";"Glen Ellen";"Chardonnay Proprietor's Reserve";"USA";"California";"";"";"Glen Ellen Chardonnay Proprietor's Reserve";"2021-08-04 14:52:46"
10573;"White";"Table";"Chardonnay";"Vendange";"Chardonnay Autumn Harvest (1.5 Liter Jug)";"USA";"California";"";"";"Vendange Chardonnay Autumn Harvest (1.5 Liter Jug)";"2021-08-04 14:52:46"
10575;"Red";"Table";"Merlot";"Walnut Crest";"Merlot";"Chile";"Rapel Valley";"";"";"Walnut Crest Merlot";"2021-08-04 14:52:46"
10578;"Red";"Table";"Merlot";"Woodbridge";"Merlot";"USA";"California";"";"";"Woodbridge Merlot";"2021-08-04 14:52:46"
10581;"White";"Table";"Chardonnay";"Cuvaison";"Chardonnay Estate";"USA";"California";"North Coast";"Carneros";"Cuvaison Chardonnay Estate";"2021-08-04 14:52:46"
10592;"Red";"Table";"Cabernet Sauvignon";"Gallo Sonoma";"Cabernet Sauvignon Barrelli Creek Vineyard";"USA";"California";"North Coast";"Alexander Valley";"Gallo Sonoma Cabernet Sauvignon Barrelli Creek Vineyard";"2021-08-04 14:52:46"
10594;"Red";"Table";"Cabernet Sauvignon";"Guenoc";"Cabernet Sauvignon Reserve Bella Vista Vineyard";"USA";"California";"North Coast";"";"Guenoc Cabernet Sauvignon Reserve Bella Vista Vineyard";"2021-08-04 14:52:46"
10597;"Red";"Table";"Syrah";"Jaffurs";"Syrah Thompson Vineyard";"USA";"California";"Central Coast";"";"Jaffurs Syrah Thompson Vineyard";"2021-08-04 14:52:46"
1060;"White";"Dessert";"Sauternes Blend";"Lamothe-Guignard";"";"France";"Bordeaux";"Sauternes";"";"Lamothe-Guignard";"2021-08-04 14:52:46"
10600;"Red";"Table";"Cabernet Sauvignon";"Michel Schlumberger";"Cabernet Sauvignon";"USA";"California";"North Coast";"Dry Creek Valley";"Michel Schlumberger Cabernet Sauvignon";"2021-08-04 14:52:46"
10604;"Red";"Table";"Pinot Noir";"Ojai";"Pinot Noir Pisoni Vineyard";"USA";"California";"Central Coast";"Santa Lucia Highlands";"Ojai Pinot Noir Pisoni Vineyard";"2021-08-04 14:52:46"
10605;"Red";"Table";"Syrah";"Ojai";"Syrah Stolpman Vineyard";"USA";"California";"Central Coast";"";"Ojai Syrah Stolpman Vineyard";"2021-08-04 14:52:46"
10608;"White";"Table";"Chardonnay";"Pine Ridge";"Chardonnay Dijon Clones Stag's Leap District";"USA";"California";"North Coast";"Stag's Leap District";"Pine Ridge Chardonnay Dijon Clones Stag's Leap District";"2021-08-04 14:52:46"
10609;"Red";"Table";"Cabernet Sauvignon";"Rosenthal Malibu Estate";"Cabernet Sauvignon";"USA";"California";"South Coast";"Malibu-Newton Canyon";"Rosenthal Malibu Estate Cabernet Sauvignon";"2021-08-04 14:52:46"
10610;"White";"Table";"Sauvignon Blanc";"Santa Barbara Winery";"Sauvignon Blanc";"USA";"California";"Central Coast";"Santa Ynez Valley";"Santa Barbara Winery Sauvignon Blanc";"2021-08-04 14:52:46"
10615;"White";"Table";"Sauvignon Blanc";"Sterling Vineyards";"Sauvignon Blanc";"USA";"California";"North Coast";"";"Sterling Vineyards Sauvignon Blanc";"2021-08-04 14:52:46"
10616;"Red";"Table";"Cabernet Sauvignon";"Strong, Rodney";"Cabernet Sauvignon Alexander's Crown Vineyard Estate";"USA";"California";"North Coast";"";"Rodney Strong Alexander's Crown Vineyard Estate Cabernet Sauvignon";"2021-08-04 14:52:46"
10624;"Red";"Table";"Cabernet Sauvignon";"Truchard";"Cabernet Sauvignon Reserve";"USA";"California";"North Coast";"";"Truchard Cabernet Sauvignon Reserve";"2021-08-04 14:52:46"
10626;"White";"Table";"Chardonnay";"Vine Cliff Cellars";"Chardonnay";"USA";"California";"North Coast";"";"Vine Cliff Cellars Chardonnay";"2021-08-04 14:52:46"
10627;"White";"Table";"Sauvignon Blanc";"Voss Vineyards";"Sauvignon Blanc";"USA";"California";"North Coast";"";"Voss Vineyards Sauvignon Blanc";"2021-08-04 14:52:46"
10632;"Red";"Table";"Cabernet Sauvignon";"Clark-Claudon Vineyards";"Cabernet Sauvignon";"USA";"California";"North Coast";"";"Clark-Claudon Vineyards Cabernet Sauvignon";"2021-08-04 14:52:46"
10634;"Red";"Table";"Cabernet Sauvignon";"Lail Vineyards";"J Daniel Cuvee";"USA";"California";"North Coast";"Howell Mountain";"Lail Vineyards J Daniel Cuvee";"2021-08-04 14:52:46"
10635;"Red";"Table";"Proprietary Blend";"Lancaster Estate";"Proprietary Red Reserve";"USA";"California";"North Coast";"Alexander Valley";"Lancaster Estate Proprietary Red Reserve";"2021-08-04 14:52:46"
10636;"Red";"Table";"Cabernet Sauvignon";"Paoletti, Gianni";"Cabernet Sauvignon";"USA";"California";"North Coast";"";"Paoletti, Gianni Cabernet Sauvignon";"2021-08-04 14:52:46"
10639;"Red";"Table";"Pinot Noir";"Bertrand Ambroise";"Nuits St Georges Vieilles Vignes";"France";"Burgundy";"Nuits St Georges";"";"Bertrand Ambroise Nuits St Georges Vieilles Vignes";"2021-08-04 14:52:46"
1064;"Red";"Table";"Pinot Noir";"Domaine Francois Lamarche";"Grands Echezeaux";"France";"Burgundy";"Cote de Nuits";"Grands Echezeaux";"Domaine Francois Lamarche Grands Echezeaux";"2021-08-04 14:52:46"
10640;"Red";"Table";"Pinot Noir";"Bertrand Ambroise";"Vougeot les Cras";"France";"Burgundy";"Cote de Nuits";"Les Cras";"Bertrand Ambroise Vougeot les Cras";"2021-08-04 14:52:46"
10641;"Red";"Table";"Pinot Noir";"Domaine Pierre Amiot";"Clos de la Roche";"France";"Burgundy";"Cote de Nuits";"Clos de la Roche";"Domaine Pierre Amiot Clos de la Roche";"2021-08-04 14:52:46"
10646;"Red";"Table";"Pinot Noir";"Domaine Arlaud Pere et Fils";"Chambolle Musigny Vieilles Vignes Cuvee Unique Reserve";"France";"Burgundy";"Cote de Nuits";"";"Domaine Arlaud Pere et Fils Chambolle Musigny VV Cuvee Unique Reserve";"2021-08-04 14:52:46"
10648;"Red";"Table";"Pinot Noir";"Domaine Arlaud Pere et Fils DO NOT USE";"Clos de la Roche Cuvee Unique Reserve";"France";"Burgundy";"Cote de Nuits";"Clos de la Roche";"Domaine Arlaud Pere et Fils Clos de la Roche Cuvee Unique Reserve";"2021-08-04 14:52:46"
1065;"Red";"Table";"Pinot Noir";"Domaine Francois Lamarche";"Clos Vougeot";"France";"Burgundy";"Cote de Nuits";"Clos de Vougeot";"Domaine Francois Lamarche Clos Vougeot";"2021-08-04 14:52:46"
10653;"Red";"Table";"Pinot Noir";"Domaine de l'Arlot";"Nuits St Georges";"France";"Burgundy";"Nuits St Georges";"";"Domaine de l'Arlot Nuits St Georges";"2021-08-04 14:52:46"
10656;"Red";"Table";"Pinot Noir";"Domaine de l'Arlot";"Romanee St Vivant";"France";"Burgundy";"Cote de Nuits";"Romanee St Vivant";"Domaine de l'Arlot Romanee St Vivant";"2021-08-04 14:52:46"
10657;"Red";"Table";"Pinot Noir";"Robert Arnoux";"Nuits St Georges";"France";"Burgundy";"Nuits St Georges";"";"Robert Arnoux Nuits St Georges";"2021-08-04 14:52:46"
10659;"Red";"Table";"Pinot Noir";"Robert Arnoux";"Vosne Romanee";"France";"Burgundy";"Cote de Nuits";"";"Robert Arnoux Vosne Romanee";"2021-08-04 14:52:46"
10660;"Red";"Table";"Pinot Noir";"Robert Arnoux";"Vosne Romanee Aux Reignots";"France";"Burgundy";"Cote de Nuits";"Aux Reignots";"Robert Arnoux Vosne Romanee Aux Reignots";"2021-08-04 14:52:46"
10662;"Red";"Table";"Pinot Noir";"Domaine Bizot";"Vosne Romanee les Jachees";"France";"Burgundy";"Cote de Nuits";"";"Domaine Bizot Vosne Romanee les Jachees";"2021-08-04 14:52:46"
10663;"Red";"Table";"Pinot Noir";"Domaine Bizot";"Vosne Romanee Vieilles Vignes";"France";"Burgundy";"Cote de Nuits";"";"Bizot, Domaine Vosne Romanee Vieilles Vignes";"2021-08-04 14:52:46"
10664;"Red";"Table";"Pinot Noir";"Domaine Daniel Bocquenet";"Nuits St Georges Aux St Juliens";"France";"Burgundy";"Nuits St Georges";"";"Domaine Daniel Bocquenet Nuits St Georges Aux St Juliens";"2021-08-04 14:52:46"
10665;"Red";"Table";"Pinot Noir";"Domaine Daniel Bocquenet";"Vosne Romanee la Croix Blanche";"France";"Burgundy";"Cote de Nuits";"";"Domaine Daniel Bocquenet Vosne Romanee la Croix Blanche";"2021-08-04 14:52:46"
10666;"Red";"Table";"Pinot Noir";"Bouchard Pere et Fils";"Chambertin Clos de Beze Grand Cru";"France";"Burgundy";"Cote de Nuits";"Chambertin Clos de Beze";"Bouchard Pere et Fils Chambertin Clos de Beze Grand Cru";"2021-08-04 14:52:46"
10667;"Red";"Table";"Pinot Noir";"Bouchard Pere et Fils";"Nuits St Georges";"France";"Burgundy";"Nuits St Georges";"";"Bouchard Pere et Fils Nuits St Georges";"2021-08-04 14:52:46"
10668;"Red";"Table";"Pinot Noir";"Bouchard Pere et Fils";"Nuits St Georges Clos des Argillieres";"France";"Burgundy";"Nuits St Georges";"";"Bouchard Pere et Fils Nuits St Georges Clos des Argillieres";"2021-08-04 14:52:46"
10674;"Red";"Table";"Pinot Noir";"Domaine Jacques Cacheux et Fils";"Vosne Romanee les Suchots";"France";"Burgundy";"Cote de Nuits";"Les Suchots";"Domaine Jacques Cacheux et Fils Vosne Romanee les Suchots";"2021-08-04 14:52:46"
10684;"Red";"Table";"Pinot Noir";"Bruno Clair";"Gevrey Chambertin";"France";"Burgundy";"Cote de Nuits";"";"Bruno Clair Gevrey Chambertin";"2021-08-04 14:52:46"
10685;"Red";"Table";"Pinot Noir";"Bruno Clair";"Gevrey Chambertin Petite Chapelle Premier Cru";"France";"Burgundy";"Cote de Nuits";"Petite Chapelle";"Bruno Clair Gevrey Chambertin 1er Cru Petite Chapelle";"2021-08-04 14:52:46"
10695;"Red";"Table";"Pinot Noir";"Joseph Drouhin";"Chambolle Musigny les Baudes";"France";"Burgundy";"Cote de Nuits";"Les Baudes";"Joseph Drouhin Chambolle Musigny les Baudes";"2021-08-04 14:52:46"
10696;"Red";"Table";"Pinot Noir";"Joseph Drouhin";"Morey St Denis";"France";"Burgundy";"Cote de Nuits";"";"Joseph Drouhin Morey St Denis";"2021-08-04 14:52:46"
10697;"Red";"Table";"Pinot Noir";"Joseph Drouhin";"Nuits St George les Proces";"France";"Burgundy";"Nuits St Georges";"";"Joseph Drouhin Nuits St George les Proces";"2021-08-04 14:52:46"
10698;"Red";"Table";"Pinot Noir";"Joseph Drouhin";"Vosne Romanee les Petits Monts";"France";"Burgundy";"Cote de Nuits";"Les Petits Monts";"Joseph Drouhin Vosne Romanee les Petits Monts";"2021-08-04 14:52:46"
1070;"Red";"Table";"Bordeaux Blend";"Lalande Borie";"";"France";"Bordeaux";"St Julien";"";"Lalande Borie";"2021-08-04 14:52:46"
10702;"Red";"Table";"Pinot Noir";"Domaine Dujac";"Chambolle Musigny";"France";"Burgundy";"Cote de Nuits";"";"Domaine Dujac Chambolle Musigny";"2021-08-04 14:52:46"
1071;"Red";"Table";"Bordeaux Blend";"La Lagune";"";"France";"Bordeaux";"Haut Medoc";"";"La Lagune";"2021-08-04 14:52:46"
10712;"Red";"Table";"Pinot Noir";"Domaine Anne Gros";"Chambolle Musigny la Combe d'Orveaux";"France";"Burgundy";"Cote de Nuits";"La Combe d'Orveau";"Domaine Anne Gros Chambolle Musigny la Combe d'Orveaux";"2021-08-04 14:52:46"
10713;"Red";"Table";"Pinot Noir";"Domaine Anne Gros";"Clos Vougeot le Grand Maupertuis";"France";"Burgundy";"Cote de Nuits";"Clos de Vougeot";"Domaine Anne Gros Clos Vougeot le Grand Maupertuis";"2021-08-04 14:52:46"
10714;"Red";"Table";"Pinot Noir";"Domaine Antonin Guyon";"Gevrey Chambertin";"France";"Burgundy";"Cote de Nuits";"";"Domaine Antonin Guyon Gevrey Chambertin";"2021-08-04 14:52:46"
10716;"Red";"Table";"Pinot Noir";"Louis Jadot";"Chambolle Musigny les Fuees";"France";"Burgundy";"Cote de Nuits";"Les Fuees";"Louis Jadot Chambolle Musigny les Fuees";"2021-08-04 14:52:46"
10717;"Red";"Table";"Pinot Noir";"Louis Jadot";"Clos de la Roche";"France";"Burgundy";"Cote de Nuits";"Clos de la Roche";"Louis Jadot Clos de la Roche";"2021-08-04 14:52:46"
10719;"Red";"Table";"Pinot Noir";"Louis Jadot";"Grands Echezeaux";"France";"Burgundy";"Cote de Nuits";"Grands Echezeaux";"Louis Jadot Grands Echezeaux";"2021-08-04 14:52:46"
1072;"Rose";"Table";"Proprietary Blend";"Domaine Lafond Roc Epine";"Tavel Rose";"France";"Rhone";"Southern Rhone";"";"Domaine Lafond Roc Epine Tavel Rose";"2021-08-04 14:52:46"
10722;"Red";"Table";"Pinot Noir";"Louis Jadot";"Vosne Romanee les Petits Monts";"France";"Burgundy";"Cote de Nuits";"Les Petits Monts";"Louis Jadot Vosne Romanee les Petits Monts";"2021-08-04 14:52:46"
10729;"Red";"Table";"Pinot Noir";"Domaine des Tilleuls (Philippe Livera) ";"Fixin Rouge";"France";"Burgundy";"Cote de Nuits";"";"Domaine des Tilleuls (Philippe Livera) Fixin Rouge";"2021-08-04 14:52:46"
1073;"Red";"Table";"Bordeaux Blend";"Lafon Rochet";"";"France";"Bordeaux";"St Estephe";"";"Lafon Rochet";"2021-08-04 14:52:46"
10738;"Red";"Table";"Pinot Noir";"Domaine Michel Magnien";"Charmes Chambertin Reserve";"France";"Burgundy";"Cote de Nuits";"Charmes Chambertin";"Domaine Michel Magnien Charmes Chambertin Reserve";"2021-08-04 14:52:46"
1074;"Red";"Table";"Bordeaux Blend";"Lafleur Gazin";"";"France";"Bordeaux";"Pomerol";"";"Lafleur Gazin";"2021-08-04 14:52:46"
10747;"Red";"Table";"Pinot Noir";"Domaine Jean-Marc Millot";"Savigny les Beaune";"France";"Burgundy";"Cote de Beaune";"";"Domaine Jean-Marc Millot Savigny les Beaune";"2021-08-04 14:52:46"
10748;"Red";"Table";"Pinot Noir";"Domaine Denis Mortet";"Gevrey Chambertin en Champs";"France";"Burgundy";"Cote de Nuits";"En Champs";"Domaine Denis Mortet Gevrey Chambertin en Champs";"2021-08-04 14:52:46"
10749;"Red";"Table";"Pinot Noir";"Domaine Denis Mortet";"Gevrey Chambertin en Motrot";"France";"Burgundy";"Cote de Nuits";"En Motrot";"Domaine Denis Mortet Gevrey Chambertin en Motrot";"2021-08-04 14:52:46"
